x, y
0.0023094688221709007, -0.05156537753222836
0.025404157043879907, -0.02578268876611418
0.050808314087759814, 0.01289134438305709
0.07736720554272518, 0.02578268876611418
0.10508083140877598, 0.02578268876611418
0.12702078521939952, 0.02578268876611418
0.1535796766743649, 0.03867403314917127
0.18244803695150116, 0.05156537753222836
0.20785219399538105, 0.06445672191528545
0.23210161662817552, 0.09023941068139964
0.25635103926096997, 0.1289134438305709
0.28290993071593534, 0.16758747697974216
0.3083140877598152, 0.20626151012891344
0.33371824480369516, 0.2578268876611418
0.3602771362586605, 0.3351749539594843
0.384526558891455, 0.4125230202578269
0.40993071593533487, 0.5027624309392266
0.43533487297921475, 0.5930018416206262
0.4607390300230947, 0.7090239410681399
0.4884526558891455, 0.8379373848987108
0.5150115473441108, 0.9797421731123389
0.5404157043879908, 1.134438305709024
0.5669745958429561, 1.3149171270718232
0.5912240184757506, 1.5082872928176796
0.6166281755196305, 1.7274401473296501
0.6420323325635103, 1.9594843462246778
0.6674364896073903, 2.2173112338858196
0.6939953810623557, 2.5138121546961325
0.7147806004618937, 2.758747697974217
0.7424942263279446, 3.1068139963167587
0.7678983833718245, 3.4419889502762433
0.7944572748267898, 3.7900552486187844
0.8198614318706697, 4.189686924493555
0.8452655889145496, 4.550644567219153
0.8729792147806005, 5.027624309392265
0.8972286374133949, 5.440147329650092
0.9214780600461894, 5.852670349907919
0.9515011547344111, 6.342541436464089
0.9734411085450346, 6.767955801104972
1.0011547344110854, 7.244935543278085